Depth (Ft),Shear (lbs.)
73.60000000000001,-18976.059329941345
73.7,-18888.124963517723
73.8,-18799.383675849014
73.9,-18709.85166087798
74.0,-18619.545001427
74.10000000000001,-18528.47971999597
74.2,-18436.671720556373
74.3,-18344.136849932092
74.4,-18250.89085970095
74.5,-18156.94940619475
74.60000000000001,-18062.3280557907
74.7,-17967.042308193777
74.8,-17871.107544580565
74.9,-17774.539083688578
75.0,-17677.35213630982
75.10000000000001,-17579.561833864598
75.2,-17481.183226284946
75.3,-17382.23123756647
75.4,-17282.72073667373
75.5,-17182.666500500127
75.60000000000001,-17082.083172594605
75.7,-16980.985363699136
75.8,-16879.387564969005
75.9,-16777.304157497416
76.0,-16674.749463113367
76.10000000000001,-16571.737683000872
76.2,-16468.282950613448
76.3,-16364.399292517368
76.4,-16260.100645324337
76.5,-16155.400836642253
76.60000000000001,-16050.313627406787
76.7,-15944.852673782976
76.80000000000001,-15839.031526106925
76.9,-15732.863658517905
77.0,-15626.362444617713
77.10000000000001,-15519.541152179212
77.2,-15412.412987594485
77.30000000000001,-15304.991029202614
77.4,-15197.288272796111
77.5,-15089.317621038039
77.60000000000001,-14981.091878170546
77.7,-14872.623763772643
77.80000000000001,-14763.92589476928
77.9,-14655.010796014236
78.0,-14545.890893940386
78.10000000000001,-14436.578534550623
78.2,-14327.085950610877
78.30000000000001,-14217.425287049075
78.4,-14107.608596721971
78.5,-13997.647858406071
78.60000000000001,-13887.554912241983
78.7,-13777.341546514137
78.80000000000001,-13667.0194278037
78.9,-13556.600142261845
79.0,-13446.09519031832
79.10000000000001,-13335.515959165912
79.2,-13224.873751334271
79.30000000000001,-13114.179775165296
79.4,-13003.445154337742
79.5,-12892.6809204592
79.60000000000001,-12781.897989783718
79.7,-12671.107212951423
79.80000000000001,-12560.319340064945
79.9,-12449.54502280602
80.0,-12338.79483454297
80.10000000000001,-12228.079234348876
80.2,-12117.408611449724
80.30000000000001,-12006.793264058622
80.4,-11896.243380326594
80.5,-11785.7690849073
80.60000000000001,-11675.380382867717
80.7,-11565.087221068909
80.80000000000001,-11454.89943313498
80.9,-11344.826784959527
81.0,-11234.878919674584
81.10000000000001,-11125.065429614302
81.2,-11015.395797050744
81.30000000000001,-10905.879431234012
81.4,-10796.525625002385
81.5,-10687.343623571125
81.60000000000001,-10578.342565268276
81.7,-10469.531495292422
81.80000000000001,-10360.919393228212
81.9,-10252.515138122815
82.0,-10144.327537059724
82.10000000000001,-10036.365290235213
82.2,-9928.637035406491
82.30000000000001,-9821.151325667623
82.4,-9713.916618866635
82.5,-9606.941297713018
82.60000000000001,-9500.233662369692
82.7,-9393.801933627885
82.80000000000001,-9287.654255023705
82.9,-9181.798661089462
83.0,-9076.243154608788
83.10000000000001,-8970.995618778625
83.2,-8866.06388282316
83.30000000000001,-8761.4556754291
83.4,-8657.178658610925
83.5,-8553.240421361152
83.60000000000001,-8449.64847647547
83.7,-8346.410255261293
83.80000000000001,-8243.533112829205
83.9,-8141.024316451783
84.0,-8038.891095303184
84.10000000000001,-7937.14056532061
84.2,-7835.779791643384
84.30000000000001,-7734.815761097413
84.4,-7634.2553811369135
84.5,-7534.105508418213
84.60000000000001,-7434.372895885286
84.7,-7335.064258383699
84.80000000000001,-7236.18622503758
84.9,-7137.745346657652
85.0,-7039.748137014511
85.10000000000001,-6942.201005108113
85.2,-6845.11031337369
85.30000000000001,-6748.48235863253
85.4,-6652.323348809627
85.5,-6556.639470664185
85.60000000000001,-6461.43680724306
85.7,-6366.721395028378
85.80000000000001,-6272.499192188855
85.9,-6178.776113503352
86.0,-6085.55800284534
86.10000000000001,-5992.850635299492
86.2,-5900.659745735485
86.30000000000001,-5808.990987534721
86.4,-5717.849964339005
86.5,-5627.242219467653
86.60000000000001,-5537.173242267226
86.7,-5447.648455412061
86.80000000000001,-5358.673243478078
86.9,-5270.252908494635
87.0,-5182.392722858989
87.10000000000001,-5095.097897587617
87.2,-5008.373573849904
87.30000000000001,-4922.224858949975
87.4,-4836.656803044338
87.5,-4751.674400200162
87.60000000000001,-4667.282608502787
87.7,-4583.486304549272
87.80000000000001,-4500.290350120629
87.9,-4417.699542442222
88.0,-4335.718622650083
88.10000000000001,-4254.35230436472
88.2,-4173.605231359552
88.30000000000001,-4093.482032591945
88.4,-4013.9872565892783
88.5,-3935.1254391794623
88.60000000000001,-3856.9010431684433
88.7,-3779.3185207792767
88.80000000000001,-3702.382252271345
88.9,-3626.096599913113
89.0,-3550.465861417399
89.10000000000001,-3475.4943228558386
89.2,-3401.186197278106
89.30000000000001,-3327.5456998504546
89.4,-3254.5769706005976
89.5,-3182.2841326236194
89.60000000000001,-3110.67127197448
89.7,-3039.742440842881
89.80000000000001,-2969.5016363874815
89.9,-2899.952843596613
90.0,-2831.1000045978913
90.10000000000001,-2762.9470355908443
90.2,-2695.4978120308624
90.30000000000001,-2628.7561866201154
90.4,-2562.7259755497935
90.5,-2497.4109685538538
90.60000000000001,-2432.814921500996
90.7,-2368.9415696232804
90.80000000000001,-2305.794611641784
90.9,-2243.3777261700884
91.0,-2181.6945595439524
91.10000000000001,-2120.7487374624925
91.2,-2060.54385758016
91.30000000000001,-2001.0834963856198
91.4,-1942.3712070851723
91.5,-1884.410515369596
91.60000000000001,-1827.2049257638841
91.7,-1770.7579226855335
91.80000000000001,-1715.072974148556
91.9,-1660.1535211805874
92.0,-1606.0029873474898
92.10000000000001,-1552.6247787533518
92.2,-1500.0222819239104
92.30000000000001,-1448.1988659231292
92.4,-1397.1578834114875
92.5,-1346.9026690585472
92.60000000000001,-1297.4365406012407
92.7,-1248.7628104850546
92.80000000000001,-1200.884760465086
92.9,-1153.8056765295883
93.0,-1107.52881662215
93.10000000000001,-1062.0574360406354
93.2,-1017.3947683879784
93.30000000000001,-973.54404462139
93.4,-930.5084803528863
93.5,-888.2912811407351
93.60000000000001,-846.8956477809023
93.7,-806.3247604327129
93.80000000000001,-766.5818077218057
93.9,-727.6699502291539
94.0,-689.59235991234
94.10000000000001,-652.3521878277334
94.2,-615.9525858254201
94.30000000000001,-580.3966970245999
94.4,-545.6876589884533
94.5,-511.82860822187195
94.60000000000001,-478.8226695885649
94.7,-446.67297271454333
94.80000000000001,-415.3826366429254
94.9,-384.9547796231121
95.0,-355.3925188462154
95.10000000000001,-326.6989662119007
95.2,-298.87723388440565
95.30000000000001,-271.9304340279681
95.4,-245.86167351537915
95.5,-220.674063188015
95.60000000000001,-196.37071177067315
95.7,-172.95472878186808
95.80000000000001,-150.42922400468663
95.9,-128.7973088096495
96.0,-108.06209496413595
96.10000000000001,-88.22669595524532
96.2,-69.29422963552028
96.30000000000001,-51.267811873211066
96.4,-34.150565547734494
96.5,-17.94561287707656
96.60000000000001,-2.6560817675282156
96.7,11.714898154899489
96.80000000000001,25.164191972749038
96.9,37.68866265198433
97.0,49.28516733797816
97.10000000000001,59.950561257953964
97.2,69.68169097439161
97.30000000000001,78.47540232219708
97.4,86.32853485268366
97.5,93.23792150285658
97.60000000000001,99.2003923986401
97.7,104.21277125007968
97.80000000000001,108.27187626080931
97.9,111.37452051664204
98.0,113.51751096862026
98.10000000000001,114.69764940862598
98.2,114.91173164259247
98.30000000000001,114.15654780468375
98.4,112.42888220847281
98.5,109.7255136445853
98.60000000000001,106.04321480194777
98.7,101.37875272252114
98.80000000000001,95.72888897492646
98.9,89.09037953869446
99.0,81.4599749696232
99.10000000000001,72.83441963913273
99.2,63.210453751628975
99.30000000000001,52.58481136021136
99.4,40.954222086392896
99.5,28.315411583101746
