Depth (Ft),Moment (Ft-lb)
70.9,235557.23485460234
71.0,233458.84222520102
71.10000000000001,231366.4233633847
71.2,229280.10563501058
71.3,227200.0145826092
71.4,225126.2739325809
71.5,223059.00560154542
71.60000000000001,220998.32970173933
71.7,218944.36454927063
71.8,216897.22667205578
71.9,214857.03081362983
72.0,212823.88994341152
72.10000000000001,210797.91526294735
72.2,208779.2162125789
72.3,206767.90047937972
72.4,204764.07400382278
72.5,202767.84098888174
72.60000000000001,200779.30390638052
72.7,198798.56350344908
72.8,196825.71881448192
72.9,194860.8671635723
73.0,192904.10417710568
73.10000000000001,190955.52378799306
73.2,189015.21824593638
73.3,187083.278125048
73.4,185159.79233083568
73.5,183244.84810993864
73.60000000000001,181338.5310564774
73.7,179440.92512348326
73.8,177552.1126271315
73.9,175672.1742595466
74.0,173801.1890934588
74.10000000000001,171939.2345933161
74.2,170086.3866213165
74.3,168242.71944926085
74.4,166408.30576426766
74.5,164583.21667829755
74.60000000000001,162767.5217376781
74.7,160961.288932099
74.8,159164.58470127964
74.9,157377.47394682158
75.0,155600.02003845273
75.10000000000001,153832.28482482175
75.2,152074.32864143528
75.3,150326.21031880678
75.4,148587.98719505014
75.5,146859.71512138276
75.60000000000001,145141.44847133275
75.7,143433.24015407328
75.8,141735.14161770337
75.9,140047.20286120646
76.0,138369.47244545672
76.10000000000001,136701.9974991454
76.2,135044.8237308453
76.3,133397.99543578396
76.4,131761.55550653223
76.5,130135.5454419998
76.60000000000001,128520.00535833556
76.7,126914.97399559489
76.80000000000001,125320.48872821659
76.9,123736.5855756059
77.0,122163.29920975411
77.10000000000001,120600.66296529233
77.2,119048.70885007441
77.30000000000001,117507.46755131497
77.4,115976.9684483947
77.5,114457.23962111509
77.60000000000001,112948.30785901129
77.7,111450.19867119423
77.80000000000001,109962.93629481697
77.9,108486.54370534004
78.0,107021.04262573861
78.10000000000001,105566.45353634458
78.2,104122.79568288951
78.30000000000001,102690.08708782843
78.4,101268.34455912352
78.5,99857.58369945132
78.60000000000001,98457.81891361072
78.7,97069.06342238652
78.80000000000001,95691.32926773511
78.9,94324.62732495474
79.0,92968.96731072855
79.10000000000001,91624.35779169672
79.2,90290.80619578013
79.30000000000001,88968.3188206467
79.4,87656.90084313018
79.5,86356.5563276964
79.60000000000001,85067.28823565047
79.7,83789.09843667211
79.80000000000001,82521.98771537696
79.9,81265.95578137047
80.0,80021.00127908986
80.10000000000001,78787.12179563557
80.2,77564.31387220068
80.30000000000001,76352.5730110557
80.4,75151.89368464984
80.5,73962.26934661719
80.60000000000001,72783.69243812645
80.7,71616.15439983968
80.80000000000001,70459.6456777328
80.9,69314.1557344193
81.0,68179.67305592334
81.10000000000001,67056.18516395589
81.2,65943.67862099445
81.30000000000001,64842.13904128938
81.4,63751.551098165975
81.5,62671.89853566574
81.60000000000001,61603.16417330863
81.7,60545.3299167818
81.80000000000001,59498.37676725256
81.9,58462.28482792974
82.0,57437.033314117456
82.10000000000001,56422.60056041148
82.2,55418.964031387964
82.30000000000001,54426.100327847314
82.4,53443.98519528055
82.5,52472.59353339388
82.60000000000001,51511.899403622585
82.7,50561.87603738561
82.80000000000001,49622.49584402283
82.9,48693.730418520456
83.0,47775.55055241151
83.10000000000001,46867.92623695063
83.2,45970.82667507277
83.30000000000001,45084.22028679045
83.4,44208.07471924754
83.5,43342.35685338645
83.60000000000001,42487.032811250334
83.7,41642.067963602785
83.80000000000001,40807.42693807666
83.9,39983.07362679374
84.0,39168.97119514856
84.10000000000001,38365.08208561824
84.2,37571.36802908618
84.30000000000001,36787.790049921845
84.4,36014.3084738121
84.5,35250.882935698406
84.60000000000001,34497.472384856585
84.7,33754.03509526806
84.80000000000001,33020.52866942969
84.9,32296.910046925932
85.0,31583.135512260167
85.10000000000001,30879.160698558713
85.2,30184.940598047902
85.30000000000001,29500.429566710533
85.4,28825.581330847283
85.5,28160.34899596632
85.60000000000001,27504.6850488999
85.7,26858.541368175593
85.80000000000001,26221.869228672756
85.9,25594.619309453872
86.0,24976.741698103535
86.10000000000001,24368.185897819003
86.2,23768.900834289052
86.30000000000001,23178.834859715505
86.4,22597.93576096203
86.5,22026.15076452813
86.60000000000001,21463.426542581365
86.7,20909.709218354645
86.80000000000001,20364.944372813436
86.9,19829.077048465628
87.0,19302.051757616166
87.10000000000001,18783.812485330265
87.2,18274.302695571507
87.30000000000001,17773.465338186514
87.4,17281.242852291518
87.5,16797.577171987083
87.60000000000001,16322.409731967067
87.7,15855.681471116788
87.80000000000001,15397.33284066186
87.9,14947.303805649799
88.0,14505.533851405577
88.10000000000001,14071.961989140567
88.2,13646.526758704096
88.30000000000001,13229.16623556814
88.4,12819.818032308945
88.5,12418.419306650017
88.60000000000001,12024.906762732071
88.7,11639.216658415227
88.80000000000001,11261.2848063373
88.9,10891.046581110166
89.0,10528.436921118853
89.10000000000001,10173.390334977114
89.2,9825.84090269153
89.30000000000001,9485.72228296372
89.4,9152.967712978674
89.5,8827.510015918615
89.60000000000001,8509.281602656252
89.7,8198.214475458804
89.80000000000001,7894.240231374516
89.9,7597.290067735768
90.0,7307.294783376106
90.10000000000001,7024.184782916318
90.2,6747.890079357233
90.30000000000001,6478.340298154147
90.4,6215.4646794921355
90.5,5959.192081937156
90.60000000000001,5709.45098508177
90.7,5466.169492931671
90.80000000000001,5229.275335969343
90.9,4998.695874805165
91.0,4774.3581021881555
91.10000000000001,4556.188646233761
91.2,4344.113772487512
91.30000000000001,4138.059386729496
91.4,3937.9510370909334
91.5,3743.713916382416
91.60000000000001,3555.2728648454563
91.7,3372.552372269068
91.80000000000001,3195.476580000515
91.9,3023.969282585659
92.0,2857.9539304676005
92.10000000000001,2697.353631732851
92.2,2542.091153857516
92.30000000000001,2392.088925665125
92.4,2247.269039072812
92.5,2107.5532507316634
92.60000000000001,1972.8629838258087
92.7,1843.1193297656846
92.80000000000001,1718.2430487171791
92.9,1598.1545726706704
93.0,1482.7740050177117
93.10000000000001,1372.0211233554967
93.2,1265.815379751433
93.30000000000001,1164.0759029126352
93.4,1066.7214984504963
93.5,973.6706504152077
93.60000000000001,884.8415223011341
93.7,800.1519575230438
93.80000000000001,719.5194814797726
93.9,642.861300707592
94.0,570.0943056846766
94.10000000000001,501.1350696934426
94.2,435.8998509106693
94.30000000000001,374.3045923281272
94.4,316.2649226256672
94.5,261.6961567268219
94.60000000000001,210.5132959046347
94.7,162.6310289457782
94.80000000000001,117.96373167432388
94.9,76.42546801003134
95.0,37.92999004772013
95.10000000000001,2.3907381630985873
95.2,-30.279158458091484
95.30000000000001,-60.16688184653205
95.4,-87.35992524932887
95.5,-111.94609260086678
95.60000000000001,-134.01349891966828
95.7,-153.6505700967356
95.80000000000001,-170.94604297492242
95.9,-185.98896537539107
96.0,-198.86869625635603
96.10000000000001,-209.6749057527696
96.2,-218.49757534829416
96.30000000000001,-225.42699831184618
96.4,-230.5537794991673
96.5,-233.96883605394075
96.60000000000001,-235.76339734164839
96.7,-236.02900551840122
96.80000000000001,-234.85751570291126
96.9,-232.34109650563636
97.0,-228.57223024043793
97.10000000000001,-223.64371350664013
97.2,-217.64865738084472
97.30000000000001,-210.68048828340557
97.4,-202.83294805118584
97.5,-194.20009456591748
97.60000000000001,-184.8763024156318
97.7,-174.95626317576782
97.80000000000001,-164.53498605075984
97.9,-153.7077984246789
98.0,-142.5703463730147
98.10000000000001,-131.21859527615268
98.2,-119.74883033529008
98.30000000000001,-108.25765717103083
98.4,-96.84200239056246
98.5,-85.59911416971518
98.60000000000001,-74.62656280525664
98.7,-64.02224132506187
98.80000000000001,-53.88436605280975
98.9,-44.31147715531711
99.0,-35.40243920144766
99.10000000000001,-27.25644170448534
99.2,-19.972999740572064
99.30000000000001,-13.651954365409168
99.4,-8.39347322938803
99.5,-4.2980510207487415
99.60000000000001,-1.4665098624385668
99.7,-4.2980510207487415
99.80000000000001,-1.4665098624385668
99.9,2.645723231930561e-08
100.0,-1.3228616159652805e-08
